"https://r.mail.ru/n275254611?sz=39&rnd=610271655",200
"https://r.mail.ru/n275254612?sz=39&rnd=610271655",200
"https://r.mail.ru/n275254613?sz=39&rnd=610271655",302
"https://r.mail.ru/n275254614?sz=39&rnd=610271655",302
"https://r.mail.ru/n275254615?sz=39&rnd=610271655",200
"https://r.mail.ru/n275254616?sz=39&rnd=610271655",302
"https://r.mail.ru/n275254617?sz=39&rnd=610271655",200
"https://r.mail.ru/n275254618?sz=39&rnd=610271655",302
"https://r.mail.ru/n275254619?sz=39&rnd=610271655",200
"https://r.mail.ru/cls1074201/auth.mail.ru/cgi-bin/logout?next=1&lang=ru_RU&Page=https%3A%2F%2Fmail.ru%2F%3Ffrom%3Dlogout%26ref%3Dmain",200
"https://r.mail.ru/cls31132326/r.mail.ru/clb1126010/e.mail.ru/signup?from=navi&lang=ru_RU&siteid=169&rnd=610271655",302
"https://r.mail.ru/cls951827/e.mail.ru/login?lang=ru_RU&Page=",200
"https://newyear.mail.ru/?logo=1",200
"https://mail.ru",200
"https://e.mail.ru/login?from=main",200
"https://cloud.mail.ru/?utm_source=mainpage_promo&utm_medium=mainpage_promo&utm_campaign=иконки%20на%20главной/",200
"https://promo.calendar.mail.ru/",200
"https://e.mail.ru/messages/inbox/",200
"https://auth.mail.ru/cgi-bin/logout?next=1&Page=https%3A%2F%2Fmail.ru%2F%3Ffrom%3Dlogout%26ref%3Dmain",200
"https://e.mail.ru/messages/inbox/",200
"https://e.mail.ru/messages/inbox/",200
"https://e.mail.ru/compose/",200
"https://e.mail.ru/signup?from=main_mailpromo_reg",200
"https://e.mail.ru/password/restore/",200
"https://e.mail.ru/signup?from=main_noc",200
"https://e.mail.ru/signup?from=main_noc",200
"http://r.mail.ru/clb657253/go.mail.ru/?fm=1",307
"http://r.mail.ru/clb657254/go.mail.ru/search_images?fr=mailru&fm=1",307
"http://r.mail.ru/clb657255/go.mail.ru/search_video?fr=mailru&fm=1",307
